OrderItemID,OrderID,ProductID,Quantity,PricePerUnit,CustomerID,OrderDate,TotalAmount,ProductName,Category,Returns,CampaignID,CampaignName,Revenue,ReturnRate
ITEM-578,ORD-50236,PROD-120,3,3535.19,CUST-1146,2023-01-31,23507.01,Sapiens,Books,0.0,CAMP-208,Diwali Bonanza,10605.57,0.0
ITEM-578,ORD-50236,PROD-120,3,3535.19,CUST-1146,2023-01-31,23507.01,Sapiens,Books,0.0,CAMP-212,End of Season Sale,10605.57,0.0
ITEM-579,ORD-50237,PROD-118,1,9174.18,CUST-1663,2025-04-25,35608.45,Coffee Maker,Home & Kitchen,0.0,,,9174.18,0.0
ITEM-580,ORD-50237,PROD-131,3,7685.52,CUST-1663,2025-04-25,35608.45,Sunscreen SPF 50,Beauty & Health,0.0,,,23056.56,0.0
ITEM-581,ORD-50237,PROD-104,1,3377.71,CUST-1663,2025-04-25,35608.45,Smartwatch,Electronics,0.0,,,3377.71,0.0
ITEM-582,ORD-50238,PROD-122,2,9853.39,CUST-1114,2025-01-25,32069.24,Ikigai,Books,0.0,,,19706.78,0.0
ITEM-583,ORD-50238,PROD-123,1,6181.23,CUST-1114,2025-01-25,32069.24,The Psychology of Money,Books,0.0,,,6181.23,0.0
ITEM-584,ORD-50238,PROD-123,1,6181.23,CUST-1114,2025-01-25,32069.24,The Psychology of Money,Books,0.0,,,6181.23,0.0
ITEM-585,ORD-50239,PROD-131,2,7685.52,CUST-1635,2024-10-06,33092.78,Sunscreen SPF 50,Beauty & Health,0.0,,,15371.04,0.0
ITEM-586,ORD-50239,PROD-127,1,8800.38,CUST-1635,2024-10-06,33092.78,Camping Tent,Sports & Outdoors,0.0,,,8800.38,0.0
ITEM-587,ORD-50239,PROD-103,2,4460.68,CUST-1635,2024-10-06,33092.78,Wireless Headphones,Electronics,0.0,,,8921.36,0.0
ITEM-588,ORD-50240,PROD-117,2,8108.37,CUST-1324,2024-12-17,25085.42,Robot Vacuum,Home & Kitchen,0.0,CAMP-204,New Year Blast,16216.74,0.0
ITEM-588,ORD-50240,PROD-117,2,8108.37,CUST-1324,2024-12-17,25085.42,Robot Vacuum,Home & Kitchen,0.0,CAMP-214,Diwali Bonanza,16216.74,0.0
ITEM-589,ORD-50240,PROD-121,2,4434.34,CUST-1324,2024-12-17,25085.42,Atomic Habits,Books,0.0,CAMP-204,New Year Blast,8868.68,0.0
ITEM-589,ORD-50240,PROD-121,2,4434.34,CUST-1324,2024-12-17,25085.42,Atomic Habits,Books,0.0,CAMP-214,Diwali Bonanza,8868.68,0.0
ITEM-590,ORD-50241,PROD-110,1,9584.97,CUST-1798,2024-04-14,9584.97,Formal Shirt,Apparel,0.0,CAMP-202,End of Season Sale,9584.97,0.0
ITEM-591,ORD-50242,PROD-123,1,6181.23,CUST-1234,2025-05-05,6181.23,The Psychology of Money,Books,0.0,,,6181.23,0.0
ITEM-592,ORD-50243,PROD-125,3,1421.21,CUST-1386,2024-12-20,17566.65,Yoga Mat,Sports & Outdoors,0.0,CAMP-202,End of Season Sale,4263.63,0.0
ITEM-593,ORD-50243,PROD-121,3,4434.34,CUST-1386,2024-12-20,17566.65,Atomic Habits,Books,0.0,CAMP-202,End of Season Sale,13303.02,0.0
ITEM-594,ORD-50244,PROD-105,3,9716.4,CUST-1305,2023-10-01,43661.9,4K TV,Electronics,0.0,,,29149.199999999997,0.0
ITEM-595,ORD-50244,PROD-108,2,4482.23,CUST-1305,2023-10-01,43661.9,Women's Jeans,Apparel,0.0,,,8964.46,0.0
ITEM-596,ORD-50244,PROD-125,2,1421.21,CUST-1305,2023-10-01,43661.9,Yoga Mat,Sports & Outdoors,0.0,,,2842.42,0.0
ITEM-597,ORD-50244,PROD-113,2,1352.91,CUST-1305,2023-10-01,43661.9,Non-Stick Pan,Home & Kitchen,0.0,,,2705.82,0.0
ITEM-598,ORD-50245,PROD-129,1,2988.5,CUST-1386,2024-09-08,2988.5,Cricket Bat,Sports & Outdoors,0.0,CAMP-202,End of Season Sale,2988.5,0.0
ITEM-599,ORD-50246,PROD-125,1,1421.21,CUST-1504,2023-01-10,1421.21,Yoga Mat,Sports & Outdoors,0.0,CAMP-203,Diwali Bonanza,1421.21,0.0
ITEM-599,ORD-50246,PROD-125,1,1421.21,CUST-1504,2023-01-10,1421.21,Yoga Mat,Sports & Outdoors,0.0,CAMP-214,Diwali Bonanza,1421.21,0.0
ITEM-599,ORD-50246,PROD-125,1,1421.21,CUST-1504,2023-01-10,1421.21,Yoga Mat,Sports & Outdoors,0.0,CAMP-202,End of Season Sale,1421.21,0.0
ITEM-600,ORD-50247,PROD-103,2,4460.68,CUST-1105,2023-07-12,32972.84,Wireless Headphones,Electronics,0.0,CAMP-219,Flash Friday,8921.36,0.0
ITEM-600,ORD-50247,PROD-103,2,4460.68,CUST-1105,2023-07-12,32972.84,Wireless Headphones,Electronics,0.0,CAMP-213,Flash Friday,8921.36,0.0
ITEM-600,ORD-50247,PROD-103,2,4460.68,CUST-1105,2023-07-12,32972.84,Wireless Headphones,Electronics,0.0,CAMP-218,End of Season Sale,8921.36,0.0
ITEM-601,ORD-50247,PROD-127,2,8800.38,CUST-1105,2023-07-12,32972.84,Camping Tent,Sports & Outdoors,0.0,CAMP-219,Flash Friday,17600.76,0.0
ITEM-601,ORD-50247,PROD-127,2,8800.38,CUST-1105,2023-07-12,32972.84,Camping Tent,Sports & Outdoors,0.0,CAMP-213,Flash Friday,17600.76,0.0
ITEM-601,ORD-50247,PROD-127,2,8800.38,CUST-1105,2023-07-12,32972.84,Camping Tent,Sports & Outdoors,0.0,CAMP-218,End of Season Sale,17600.76,0.0
ITEM-602,ORD-50247,PROD-112,1,6450.72,CUST-1105,2023-07-12,32972.84,Leather Jacket,Apparel,0.0,CAMP-219,Flash Friday,6450.72,0.0
ITEM-602,ORD-50247,PROD-112,1,6450.72,CUST-1105,2023-07-12,32972.84,Leather Jacket,Apparel,0.0,CAMP-213,Flash Friday,6450.72,0.0
ITEM-602,ORD-50247,PROD-112,1,6450.72,CUST-1105,2023-07-12,32972.84,Leather Jacket,Apparel,0.0,CAMP-218,End of Season Sale,6450.72,0.0
ITEM-603,ORD-50248,PROD-102,2,1234.31,CUST-1134,2023-10-13,2468.62,Laptop,Electronics,0.0,,,2468.62,0.0
ITEM-604,ORD-50249,PROD-117,3,8108.37,CUST-1759,2023-11-16,33721.26,Robot Vacuum,Home & Kitchen,0.0,CAMP-210,Flash Friday,24325.11,0.0
ITEM-605,ORD-50249,PROD-109,3,3132.05,CUST-1759,2023-11-16,33721.26,Running Shoes,Apparel,0.0,CAMP-210,Flash Friday,9396.150000000001,0.0
ITEM-606,ORD-50250,PROD-102,2,1234.31,CUST-1468,2023-04-26,37978.95,Laptop,Electronics,0.0,CAMP-208,Diwali Bonanza,2468.62,0.0
ITEM-607,ORD-50250,PROD-104,2,3377.71,CUST-1468,2023-04-26,37978.95,Smartwatch,Electronics,0.0,CAMP-208,Diwali Bonanza,6755.42,0.0
ITEM-608,ORD-50250,PROD-110,3,9584.97,CUST-1468,2023-04-26,37978.95,Formal Shirt,Apparel,0.0,CAMP-208,Diwali Bonanza,28754.909999999996,0.0
ITEM-609,ORD-50251,PROD-102,3,1234.31,CUST-1576,2024-10-19,17520.45,Laptop,Electronics,0.0,CAMP-211,Diwali Bonanza,3702.93,0.0
ITEM-610,ORD-50251,PROD-130,3,4605.84,CUST-1576,2024-10-19,17520.45,Vitamin C Serum,Beauty & Health,0.0,CAMP-211,Diwali Bonanza,13817.52,0.0
ITEM-611,ORD-50252,PROD-109,2,3132.05,CUST-1454,2025-02-08,32400.52,Running Shoes,Apparel,0.0,CAMP-216,End of Season Sale,6264.1,0.0
ITEM-612,ORD-50252,PROD-123,3,6181.23,CUST-1454,2025-02-08,32400.52,The Psychology of Money,Books,0.0,CAMP-216,End of Season Sale,18543.69,0.0
ITEM-613,ORD-50252,PROD-103,1,4460.68,CUST-1454,2025-02-08,32400.52,Wireless Headphones,Electronics,0.0,CAMP-216,End of Season Sale,4460.68,0.0
ITEM-614,ORD-50252,PROD-109,1,3132.05,CUST-1454,2025-02-08,32400.52,Running Shoes,Apparel,0.0,CAMP-216,End of Season Sale,3132.05,0.0
ITEM-615,ORD-50253,PROD-107,1,4611.28,CUST-1631,2024-09-26,4611.28,Men's T-Shirt,Apparel,0.0,CAMP-218,End of Season Sale,4611.28,0.0
ITEM-615,ORD-50253,PROD-107,1,4611.28,CUST-1631,2024-09-26,4611.28,Men's T-Shirt,Apparel,0.0,CAMP-208,Diwali Bonanza,4611.28,0.0
ITEM-616,ORD-50254,PROD-132,3,5928.59,CUST-1740,2024-03-02,27797.88,Whey Protein,Beauty & Health,0.0,CAMP-201,Summer Sale,17785.77,0.0
ITEM-617,ORD-50254,PROD-104,2,3377.71,CUST-1740,2024-03-02,27797.88,Smartwatch,Electronics,0.0,CAMP-201,Summer Sale,6755.42,0.0
ITEM-618,ORD-50254,PROD-119,2,1011.19,CUST-1740,2024-03-02,27797.88,The Alchemist,Books,0.0,CAMP-201,Summer Sale,2022.38,0.0
ITEM-619,ORD-50254,PROD-102,1,1234.31,CUST-1740,2024-03-02,27797.88,Laptop,Electronics,0.0,CAMP-201,Summer Sale,1234.31,0.0
ITEM-620,ORD-50255,PROD-116,2,7467.8,CUST-1687,2025-06-20,22491.64,Cotton Bedsheet,Home & Kitchen,0.0,CAMP-220,New Year Blast,14935.6,0.0
ITEM-621,ORD-50255,PROD-126,3,2518.68,CUST-1687,2025-06-20,22491.64,Dumbbell Set,Sports & Outdoors,0.0,CAMP-220,New Year Blast,7556.039999999999,0.0
ITEM-622,ORD-50256,PROD-132,1,5928.59,CUST-1064,2024-07-08,19790.07,Whey Protein,Beauty & Health,0.0,CAMP-207,New Year Blast,5928.59,0.0
ITEM-622,ORD-50256,PROD-132,1,5928.59,CUST-1064,2024-07-08,19790.07,Whey Protein,Beauty & Health,0.0,CAMP-203,Diwali Bonanza,5928.59,0.0
ITEM-623,ORD-50256,PROD-134,2,6930.74,CUST-1064,2024-07-08,19790.07,Electric Toothbrush,Beauty & Health,0.0,CAMP-207,New Year Blast,13861.48,0.0
ITEM-623,ORD-50256,PROD-134,2,6930.74,CUST-1064,2024-07-08,19790.07,Electric Toothbrush,Beauty & Health,0.0,CAMP-203,Diwali Bonanza,13861.48,0.0
ITEM-624,ORD-50257,PROD-130,2,4605.84,CUST-1740,2024-07-03,27560.04,Vitamin C Serum,Beauty & Health,0.0,CAMP-201,Summer Sale,9211.68,0.0
ITEM-625,ORD-50257,PROD-118,2,9174.18,CUST-1740,2024-07-03,27560.04,Coffee Maker,Home & Kitchen,0.0,CAMP-201,Summer Sale,18348.36,0.0
ITEM-626,ORD-50258,PROD-108,2,4482.23,CUST-1498,2024-01-15,36433.56,Women's Jeans,Apparel,0.0,CAMP-204,New Year Blast,8964.46,0.0
ITEM-626,ORD-50258,PROD-108,2,4482.23,CUST-1498,2024-01-15,36433.56,Women's Jeans,Apparel,0.0,CAMP-217,Summer Sale,8964.46,0.0
ITEM-627,ORD-50258,PROD-114,2,819.76,CUST-1498,2024-01-15,36433.56,Blender,Home & Kitchen,0.0,CAMP-204,New Year Blast,1639.52,0.0
ITEM-627,ORD-50258,PROD-114,2,819.76,CUST-1498,2024-01-15,36433.56,Blender,Home & Kitchen,0.0,CAMP-217,Summer Sale,1639.52,0.0
ITEM-628,ORD-50258,PROD-126,2,2518.68,CUST-1498,2024-01-15,36433.56,Dumbbell Set,Sports & Outdoors,0.0,CAMP-204,New Year Blast,5037.36,0.0
ITEM-628,ORD-50258,PROD-126,2,2518.68,CUST-1498,2024-01-15,36433.56,Dumbbell Set,Sports & Outdoors,0.0,CAMP-217,Summer Sale,5037.36,0.0
ITEM-629,ORD-50258,PROD-134,3,6930.74,CUST-1498,2024-01-15,36433.56,Electric Toothbrush,Beauty & Health,0.0,CAMP-204,New Year Blast,20792.22,0.0
ITEM-629,ORD-50258,PROD-134,3,6930.74,CUST-1498,2024-01-15,36433.56,Electric Toothbrush,Beauty & Health,0.0,CAMP-217,Summer Sale,20792.22,0.0
ITEM-630,ORD-50259,PROD-124,1,4109.98,CUST-1592,2023-05-22,4109.98,A Man Called Ove,Books,0.0,,,4109.98,0.0
ITEM-631,ORD-50260,PROD-121,3,4434.34,CUST-1265,2023-04-02,19280.02,Atomic Habits,Books,0.0,,,13303.02,0.0
ITEM-632,ORD-50260,PROD-129,2,2988.5,CUST-1265,2023-04-02,19280.02,Cricket Bat,Sports & Outdoors,0.0,,,5977.0,0.0
ITEM-633,ORD-50261,PROD-114,2,819.76,CUST-1205,2026-01-24,1639.52,Blender,Home & Kitchen,0.0,CAMP-218,End of Season Sale,1639.52,0.0
ITEM-633,ORD-50261,PROD-114,2,819.76,CUST-1205,2026-01-24,1639.52,Blender,Home & Kitchen,0.0,CAMP-206,Diwali Bonanza,1639.52,0.0
ITEM-634,ORD-50262,PROD-113,2,1352.91,CUST-1785,2023-11-20,2705.82,Non-Stick Pan,Home & Kitchen,0.0,CAMP-204,New Year Blast,2705.82,0.0
ITEM-635,ORD-50263,PROD-124,2,4109.98,CUST-1608,2024-03-26,8219.96,A Man Called Ove,Books,0.0,CAMP-211,Diwali Bonanza,8219.96,0.0
ITEM-635,ORD-50263,PROD-124,2,4109.98,CUST-1608,2024-03-26,8219.96,A Man Called Ove,Books,0.0,CAMP-220,New Year Blast,8219.96,0.0
ITEM-635,ORD-50263,PROD-124,2,4109.98,CUST-1608,2024-03-26,8219.96,A Man Called Ove,Books,0.0,CAMP-205,New Year Blast,8219.96,0.0
ITEM-636,ORD-50264,PROD-113,2,1352.91,CUST-1071,2023-01-18,17708.29,Non-Stick Pan,Home & Kitchen,0.0,,,2705.82,0.0
ITEM-637,ORD-50264,PROD-119,2,1011.19,CUST-1071,2023-01-18,17708.29,The Alchemist,Books,0.0,,,2022.38,0.0
ITEM-638,ORD-50264,PROD-113,3,1352.91,CUST-1071,2023-01-18,17708.29,Non-Stick Pan,Home & Kitchen,0.0,,,4058.7300000000005,0.0
ITEM-639,ORD-50264,PROD-103,2,4460.68,CUST-1071,2023-01-18,17708.29,Wireless Headphones,Electronics,0.0,,,8921.36,0.0
ITEM-640,ORD-50265,PROD-121,3,4434.34,CUST-1006,2025-11-21,32655.18,Atomic Habits,Books,0.0,CAMP-205,New Year Blast,13303.02,0.0
ITEM-641,ORD-50265,PROD-112,3,6450.72,CUST-1006,2025-11-21,32655.18,Leather Jacket,Apparel,0.0,CAMP-205,New Year Blast,19352.16,0.0
ITEM-642,ORD-50266,PROD-123,3,6181.23,CUST-1597,2025-03-04,32301.87,The Psychology of Money,Books,0.0,CAMP-214,Diwali Bonanza,18543.69,0.0
ITEM-642,ORD-50266,PROD-123,3,6181.23,CUST-1597,2025-03-04,32301.87,The Psychology of Money,Books,0.0,CAMP-207,New Year Blast,18543.69,0.0
ITEM-643,ORD-50266,PROD-128,1,8720.82,CUST-1597,2025-03-04,32301.87,Hiking Backpack,Sports & Outdoors,0.0,CAMP-214,Diwali Bonanza,8720.82,0.0
ITEM-643,ORD-50266,PROD-128,1,8720.82,CUST-1597,2025-03-04,32301.87,Hiking Backpack,Sports & Outdoors,0.0,CAMP-207,New Year Blast,8720.82,0.0
ITEM-644,ORD-50266,PROD-126,2,2518.68,CUST-1597,2025-03-04,32301.87,Dumbbell Set,Sports & Outdoors,0.0,CAMP-214,Diwali Bonanza,5037.36,0.0
ITEM-644,ORD-50266,PROD-126,2,2518.68,CUST-1597,2025-03-04,32301.87,Dumbbell Set,Sports & Outdoors,0.0,CAMP-207,New Year Blast,5037.36,0.0
ITEM-645,ORD-50267,PROD-120,3,3535.19,CUST-1145,2023-03-29,10605.57,Sapiens,Books,0.0,CAMP-201,Summer Sale,10605.57,0.0
ITEM-645,ORD-50267,PROD-120,3,3535.19,CUST-1145,2023-03-29,10605.57,Sapiens,Books,0.0,CAMP-216,End of Season Sale,10605.57,0.0
ITEM-646,ORD-50268,PROD-127,2,8800.38,CUST-1780,2023-12-07,63066.9,Camping Tent,Sports & Outdoors,0.0,CAMP-205,New Year Blast,17600.76,0.0
ITEM-647,ORD-50268,PROD-114,3,819.76,CUST-1780,2023-12-07,63066.9,Blender,Home & Kitchen,0.0,CAMP-205,New Year Blast,2459.2799999999997,0.0
ITEM-648,ORD-50268,PROD-122,3,9853.39,CUST-1780,2023-12-07,63066.9,Ikigai,Books,0.0,CAMP-205,New Year Blast,29560.17,0.0
ITEM-649,ORD-50268,PROD-108,3,4482.23,CUST-1780,2023-12-07,63066.9,Women's Jeans,Apparel,0.0,CAMP-205,New Year Blast,13446.689999999999,0.0
ITEM-650,ORD-50269,PROD-126,3,2518.68,CUST-1257,2023-09-11,25904.4,Dumbbell Set,Sports & Outdoors,0.0,CAMP-219,Flash Friday,7556.039999999999,0.0
ITEM-650,ORD-50269,PROD-126,3,2518.68,CUST-1257,2023-09-11,25904.4,Dumbbell Set,Sports & Outdoors,0.0,CAMP-217,Summer Sale,7556.039999999999,0.0
ITEM-651,ORD-50269,PROD-118,2,9174.18,CUST-1257,2023-09-11,25904.4,Coffee Maker,Home & Kitchen,0.0,CAMP-219,Flash Friday,18348.36,0.0
ITEM-651,ORD-50269,PROD-118,2,9174.18,CUST-1257,2023-09-11,25904.4,Coffee Maker,Home & Kitchen,0.0,CAMP-217,Summer Sale,18348.36,0.0
ITEM-652,ORD-50270,PROD-109,1,3132.05,CUST-1718,2024-09-12,3132.05,Running Shoes,Apparel,0.0,CAMP-213,Flash Friday,3132.05,0.0
ITEM-652,ORD-50270,PROD-109,1,3132.05,CUST-1718,2024-09-12,3132.05,Running Shoes,Apparel,0.0,CAMP-204,New Year Blast,3132.05,0.0
ITEM-653,ORD-50271,PROD-114,1,819.76,CUST-1644,2024-10-27,19168.12,Blender,Home & Kitchen,0.0,,,819.76,0.0
ITEM-654,ORD-50271,PROD-118,2,9174.18,CUST-1644,2024-10-27,19168.12,Coffee Maker,Home & Kitchen,0.0,,,18348.36,0.0
ITEM-655,ORD-50272,PROD-120,1,3535.19,CUST-1774,2023-07-10,3535.19,Sapiens,Books,0.0,CAMP-219,Flash Friday,3535.19,0.0
ITEM-655,ORD-50272,PROD-120,1,3535.19,CUST-1774,2023-07-10,3535.19,Sapiens,Books,0.0,CAMP-203,Diwali Bonanza,3535.19,0.0
ITEM-656,ORD-50273,PROD-103,1,4460.68,CUST-1744,2023-04-23,17459.65,Wireless Headphones,Electronics,0.0,CAMP-204,New Year Blast,4460.68,0.0
ITEM-657,ORD-50273,PROD-132,1,5928.59,CUST-1744,2023-04-23,17459.65,Whey Protein,Beauty & Health,0.0,CAMP-204,New Year Blast,5928.59,0.0
ITEM-658,ORD-50273,PROD-120,2,3535.19,CUST-1744,2023-04-23,17459.65,Sapiens,Books,0.0,CAMP-204,New Year Blast,7070.38,0.0
ITEM-659,ORD-50274,PROD-107,3,4611.28,CUST-1544,2025-05-25,43268.55,Men's T-Shirt,Apparel,0.0,CAMP-206,Diwali Bonanza,13833.84,0.0
ITEM-660,ORD-50274,PROD-127,3,8800.38,CUST-1544,2025-05-25,43268.55,Camping Tent,Sports & Outdoors,0.0,CAMP-206,Diwali Bonanza,26401.14,0.0
ITEM-661,ORD-50274,PROD-119,3,1011.19,CUST-1544,2025-05-25,43268.55,The Alchemist,Books,0.0,CAMP-206,Diwali Bonanza,3033.57,0.0
ITEM-662,ORD-50275,PROD-103,1,4460.68,CUST-1216,2025-05-01,10732.35,Wireless Headphones,Electronics,0.0,CAMP-218,End of Season Sale,4460.68,0.0
ITEM-663,ORD-50275,PROD-102,1,1234.31,CUST-1216,2025-05-01,10732.35,Laptop,Electronics,0.0,CAMP-218,End of Season Sale,1234.31,0.0
ITEM-664,ORD-50275,PROD-126,2,2518.68,CUST-1216,2025-05-01,10732.35,Dumbbell Set,Sports & Outdoors,0.0,CAMP-218,End of Season Sale,5037.36,0.0
ITEM-665,ORD-50276,PROD-106,3,936.42,CUST-1185,2023-02-14,13591.25,Bluetooth Speaker,Electronics,0.0,CAMP-215,New Year Blast,2809.2599999999998,0.0
ITEM-665,ORD-50276,PROD-106,3,936.42,CUST-1185,2023-02-14,13591.25,Bluetooth Speaker,Electronics,0.0,CAMP-208,Diwali Bonanza,2809.2599999999998,0.0
ITEM-666,ORD-50276,PROD-120,1,3535.19,CUST-1185,2023-02-14,13591.25,Sapiens,Books,0.0,CAMP-215,New Year Blast,3535.19,0.0
ITEM-666,ORD-50276,PROD-120,1,3535.19,CUST-1185,2023-02-14,13591.25,Sapiens,Books,0.0,CAMP-208,Diwali Bonanza,3535.19,0.0
ITEM-667,ORD-50276,PROD-133,1,7246.8,CUST-1185,2023-02-14,13591.25,Organic Shampoo,Beauty & Health,0.0,CAMP-215,New Year Blast,7246.8,0.0
ITEM-667,ORD-50276,PROD-133,1,7246.8,CUST-1185,2023-02-14,13591.25,Organic Shampoo,Beauty & Health,0.0,CAMP-208,Diwali Bonanza,7246.8,0.0
ITEM-668,ORD-50277,PROD-101,1,5356.77,CUST-1489,2025-03-03,19218.25,Smartphone,Electronics,0.0,CAMP-206,Diwali Bonanza,5356.77,0.0
ITEM-668,ORD-50277,PROD-101,1,5356.77,CUST-1489,2025-03-03,19218.25,Smartphone,Electronics,0.0,CAMP-213,Flash Friday,5356.77,0.0
ITEM-668,ORD-50277,PROD-101,1,5356.77,CUST-1489,2025-03-03,19218.25,Smartphone,Electronics,0.0,CAMP-211,Diwali Bonanza,5356.77,0.0
ITEM-669,ORD-50277,PROD-134,2,6930.74,CUST-1489,2025-03-03,19218.25,Electric Toothbrush,Beauty & Health,0.0,CAMP-206,Diwali Bonanza,13861.48,0.0
ITEM-669,ORD-50277,PROD-134,2,6930.74,CUST-1489,2025-03-03,19218.25,Electric Toothbrush,Beauty & Health,0.0,CAMP-213,Flash Friday,13861.48,0.0
ITEM-669,ORD-50277,PROD-134,2,6930.74,CUST-1489,2025-03-03,19218.25,Electric Toothbrush,Beauty & Health,0.0,CAMP-211,Diwali Bonanza,13861.48,0.0
ITEM-670,ORD-50278,PROD-119,2,1011.19,CUST-1460,2025-01-08,9269.18,The Alchemist,Books,0.0,,,2022.38,0.0
ITEM-671,ORD-50278,PROD-133,1,7246.8,CUST-1460,2025-01-08,9269.18,Organic Shampoo,Beauty & Health,0.0,,,7246.8,0.0
ITEM-672,ORD-50279,PROD-102,1,1234.31,CUST-1263,2024-12-14,60219.09,Laptop,Electronics,0.0,,,1234.31,0.0
ITEM-673,ORD-50279,PROD-118,3,9174.18,CUST-1263,2024-12-14,60219.09,Coffee Maker,Home & Kitchen,0.0,,,27522.54,0.0
ITEM-674,ORD-50279,PROD-127,2,8800.38,CUST-1263,2024-12-14,60219.09,Camping Tent,Sports & Outdoors,0.0,,,17600.76,0.0
ITEM-675,ORD-50279,PROD-134,2,6930.74,CUST-1263,2024-12-14,60219.09,Electric Toothbrush,Beauty & Health,0.0,,,13861.48,0.0
ITEM-676,ORD-50280,PROD-120,2,3535.19,CUST-1662,2023-06-15,7070.38,Sapiens,Books,0.0,,,7070.38,0.0
ITEM-677,ORD-50281,PROD-102,1,1234.31,CUST-1401,2023-03-09,1234.31,Laptop,Electronics,0.0,CAMP-211,Diwali Bonanza,1234.31,0.0
ITEM-678,ORD-50282,PROD-105,2,9716.4,CUST-1058,2025-02-10,47100.64,4K TV,Electronics,0.0,CAMP-218,End of Season Sale,19432.8,0.0
ITEM-679,ORD-50282,PROD-131,3,7685.52,CUST-1058,2025-02-10,47100.64,Sunscreen SPF 50,Beauty & Health,0.0,CAMP-218,End of Season Sale,23056.56,0.0
ITEM-680,ORD-50282,PROD-107,1,4611.28,CUST-1058,2025-02-10,47100.64,Men's T-Shirt,Apparel,0.0,CAMP-218,End of Season Sale,4611.28,0.0
ITEM-681,ORD-50283,PROD-122,2,9853.39,CUST-1784,2024-07-16,37462.51,Ikigai,Books,0.0,CAMP-209,New Year Blast,19706.78,0.0
ITEM-681,ORD-50283,PROD-122,2,9853.39,CUST-1784,2024-07-16,37462.51,Ikigai,Books,0.0,CAMP-209,New Year Blast,19706.78,0.0
ITEM-682,ORD-50283,PROD-121,2,4434.34,CUST-1784,2024-07-16,37462.51,Atomic Habits,Books,0.0,CAMP-209,New Year Blast,8868.68,0.0
ITEM-682,ORD-50283,PROD-121,2,4434.34,CUST-1784,2024-07-16,37462.51,Atomic Habits,Books,0.0,CAMP-209,New Year Blast,8868.68,0.0
ITEM-683,ORD-50283,PROD-123,1,6181.23,CUST-1784,2024-07-16,37462.51,The Psychology of Money,Books,0.0,CAMP-209,New Year Blast,6181.23,0.0
ITEM-683,ORD-50283,PROD-123,1,6181.23,CUST-1784,2024-07-16,37462.51,The Psychology of Money,Books,0.0,CAMP-209,New Year Blast,6181.23,0.0
ITEM-684,ORD-50283,PROD-113,2,1352.91,CUST-1784,2024-07-16,37462.51,Non-Stick Pan,Home & Kitchen,0.0,CAMP-209,New Year Blast,2705.82,0.0
ITEM-684,ORD-50283,PROD-113,2,1352.91,CUST-1784,2024-07-16,37462.51,Non-Stick Pan,Home & Kitchen,0.0,CAMP-209,New Year Blast,2705.82,0.0
ITEM-685,ORD-50284,PROD-115,3,6078.77,CUST-1781,2024-05-10,29926.74,Air Fryer,Home & Kitchen,0.0,CAMP-215,New Year Blast,18236.31,0.0
ITEM-685,ORD-50284,PROD-115,3,6078.77,CUST-1781,2024-05-10,29926.74,Air Fryer,Home & Kitchen,0.0,CAMP-202,End of Season Sale,18236.31,0.0
ITEM-685,ORD-50284,PROD-115,3,6078.77,CUST-1781,2024-05-10,29926.74,Air Fryer,Home & Kitchen,0.0,CAMP-206,Diwali Bonanza,18236.31,0.0
ITEM-686,ORD-50284,PROD-119,1,1011.19,CUST-1781,2024-05-10,29926.74,The Alchemist,Books,0.0,CAMP-215,New Year Blast,1011.19,0.0
ITEM-686,ORD-50284,PROD-119,1,1011.19,CUST-1781,2024-05-10,29926.74,The Alchemist,Books,0.0,CAMP-202,End of Season Sale,1011.19,0.0
ITEM-686,ORD-50284,PROD-119,1,1011.19,CUST-1781,2024-05-10,29926.74,The Alchemist,Books,0.0,CAMP-206,Diwali Bonanza,1011.19,0.0
ITEM-687,ORD-50284,PROD-124,2,4109.98,CUST-1781,2024-05-10,29926.74,A Man Called Ove,Books,0.0,CAMP-215,New Year Blast,8219.96,0.0
ITEM-687,ORD-50284,PROD-124,2,4109.98,CUST-1781,2024-05-10,29926.74,A Man Called Ove,Books,0.0,CAMP-202,End of Season Sale,8219.96,0.0
ITEM-687,ORD-50284,PROD-124,2,4109.98,CUST-1781,2024-05-10,29926.74,A Man Called Ove,Books,0.0,CAMP-206,Diwali Bonanza,8219.96,0.0
ITEM-688,ORD-50284,PROD-114,3,819.76,CUST-1781,2024-05-10,29926.74,Blender,Home & Kitchen,0.0,CAMP-215,New Year Blast,2459.2799999999997,0.0
ITEM-688,ORD-50284,PROD-114,3,819.76,CUST-1781,2024-05-10,29926.74,Blender,Home & Kitchen,0.0,CAMP-202,End of Season Sale,2459.2799999999997,0.0
ITEM-688,ORD-50284,PROD-114,3,819.76,CUST-1781,2024-05-10,29926.74,Blender,Home & Kitchen,0.0,CAMP-206,Diwali Bonanza,2459.2799999999997,0.0
ITEM-689,ORD-50285,PROD-116,1,7467.8,CUST-1425,2024-10-14,32546.74,Cotton Bedsheet,Home & Kitchen,0.0,CAMP-206,Diwali Bonanza,7467.8,0.0
ITEM-689,ORD-50285,PROD-116,1,7467.8,CUST-1425,2024-10-14,32546.74,Cotton Bedsheet,Home & Kitchen,0.0,CAMP-206,Diwali Bonanza,7467.8,0.0
